event_id,registration_number,camera_id,location,timestamp,detected_vehicle_type,detected_colour,ocr_confidence,event_type
ANPR-000665,OR21E1033,CAM-CHN-01,Chennai,2026-09-22T19:36:00,Bike,Yellow,0.97,NORMAL_RETURN_TRIP
ANPR-000666,OR21E1033,CAM-CHN-02,Chennai,2026-09-22T22:06:00,Bike,Yellow,0.96,NORMAL_RETURN_TRIP
ANPR-000667,AP310U7562,CAM-CHN-01,Chennai,2026-09-22T19:39:00,Truck,Red,0.97,NORMAL_RETURN_TRIP
ANPR-000668,AP310U7562,CAM-CHN-02,Chennai,2026-09-22T22:09:00,Truck,Red,0.96,NORMAL_RETURN_TRIP
ANPR-000669,TN63BV7954,CAM-CHN-01,Chennai,2026-09-22T19:42:00,Bike,Black,0.97,NORMAL_RETURN_TRIP
ANPR-000670,TN63BV7954,CAM-CHN-02,Chennai,2026-09-22T22:12:00,Bike,Black,0.96,NORMAL_RETURN_TRIP
ANPR-000671,JK02BL1212,CAM-CHN-01,Chennai,2026-09-22T19:45:00,Car,Yellow,0.97,NORMAL_RETURN_TRIP
ANPR-000672,JK02BL1212,CAM-CHN-02,Chennai,2026-09-22T22:15:00,Car,Yellow,0.96,NORMAL_RETURN_TRIP
ANPR-000673,TR01N0481,CAM-CHN-01,Chennai,2026-09-22T19:48:00,Mini Truck,Blue,0.97,NORMAL_RETURN_TRIP
ANPR-000674,TR01N0481,CAM-CHN-02,Chennai,2026-09-22T22:18:00,Mini Truck,Blue,0.96,NORMAL_RETURN_TRIP
ANPR-000675,DL6CJ8404,CAM-CHN-01,Chennai,2026-09-22T19:51:00,Truck,Black,0.97,NORMAL_RETURN_TRIP
ANPR-000676,DL6CJ8404,CAM-CHN-02,Chennai,2026-09-22T22:21:00,Truck,Black,0.96,NORMAL_RETURN_TRIP
ANPR-000677,CH01BQ5604,CAM-CHN-01,Chennai,2026-09-22T19:54:00,Truck,Silver,0.97,NORMAL_RETURN_TRIP
ANPR-000678,CH01BQ5604,CAM-CHN-02,Chennai,2026-09-22T22:24:00,Truck,Silver,0.96,NORMAL_RETURN_TRIP
ANPR-000679,AP39GR3492,CAM-CHN-01,Chennai,2026-09-22T19:57:00,Mini Truck,Yellow,0.97,NORMAL_RETURN_TRIP
ANPR-000680,AP39GR3492,CAM-CHN-02,Chennai,2026-09-22T22:27:00,Mini Truck,Yellow,0.96,NORMAL_RETURN_TRIP
ANPR-000681,MN01G0297,CAM-CBE-03,Coimbatore,2026-09-22T23:00:00,Bike,White,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000682,TR07D0569,CAM-CBE-03,Coimbatore,2026-09-22T23:04:00,Bike,Red,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000683,HP12H7917,CAM-CBE-03,Coimbatore,2026-09-22T23:08:00,Bike,Yellow,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000684,UK06J3953,CAM-CBE-03,Coimbatore,2026-09-22T23:12:00,Bike,Red,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000685,DN09J1548,CAM-CBE-03,Coimbatore,2026-09-22T23:16:00,Truck,Grey,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000686,JH10S5378,CAM-CBE-03,Coimbatore,2026-09-22T23:20:00,Bike,Grey,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000687,GJ18BK6705,CAM-CBE-03,Coimbatore,2026-09-22T23:24:00,Bike,Silver,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000688,ML068346,CAM-CBE-03,Coimbatore,2026-09-22T23:28:00,Bike,Black,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000689,AS01AL3746,CAM-CBE-03,Coimbatore,2026-09-22T23:32:00,Bike,Silver,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000690,ML05F6894,CAM-CBE-03,Coimbatore,2026-09-22T23:36:00,Bike,Silver,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000691,SK01PA4521,CAM-CBE-03,Coimbatore,2026-09-22T23:40:00,Bike,White,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000692,UP14AF3804,CAM-CBE-03,Coimbatore,2026-09-22T23:44:00,Bike,Blue,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000693,UP11AY0646,CAM-CBE-03,Coimbatore,2026-09-22T23:48:00,Bike,Yellow,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000694,AP07AD5555,CAM-CBE-03,Coimbatore,2026-09-22T23:52:00,Truck,Red,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000695,AR02A7116,CAM-CBE-03,Coimbatore,2026-09-22T23:56:00,Bike,Black,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000696,WB02AH4655,CAM-CBE-03,Coimbatore,2026-09-23T00:00:00,Truck,Grey,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000697,UP14AX9754,CAM-CBE-03,Coimbatore,2026-09-23T00:04:00,Truck,White,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000698,BR32PA6558,CAM-CBE-03,Coimbatore,2026-09-23T00:08:00,Bike,Black,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000699,PB10CK5005,CAM-CBE-03,Coimbatore,2026-09-23T00:12:00,Bike,Red,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000700,AP16DP7065,CAM-CBE-03,Coimbatore,2026-09-23T00:16:00,Bike,Grey,0.95,VEHICLE_TYPE_MISMATCH
ANPR-000701,MP07CB8897,CAM-SLM-02,Salem,2026-09-23T00:40:00,Truck,Red,0.94,COLOUR_MISMATCH
ANPR-000702,MH12GR862,CAM-SLM-02,Salem,2026-09-23T00:44:00,Bus,Red,0.94,COLOUR_MISMATCH
ANPR-000703,JK03D7750,CAM-SLM-02,Salem,2026-09-23T00:48:00,Truck,Red,0.94,COLOUR_MISMATCH
ANPR-000704,JH02AD2533,CAM-SLM-02,Salem,2026-09-23T00:52:00,Truck,Red,0.94,COLOUR_MISMATCH
ANPR-000705,AR01C5723,CAM-SLM-02,Salem,2026-09-23T00:56:00,Car,Blue,0.94,COLOUR_MISMATCH
ANPR-000706,CH01AL4920,CAM-SLM-02,Salem,2026-09-23T01:00:00,Bus,Blue,0.94,COLOUR_MISMATCH
ANPR-000707,OR14U8730,CAM-SLM-02,Salem,2026-09-23T01:04:00,Bike,Red,0.94,COLOUR_MISMATCH
ANPR-000708,TR03F0375,CAM-SLM-02,Salem,2026-09-23T01:08:00,Truck,Red,0.94,COLOUR_MISMATCH
ANPR-000709,TN02AU9295,CAM-SLM-02,Salem,2026-09-23T01:12:00,Bus,Red,0.94,COLOUR_MISMATCH
ANPR-000710,AP31DF2833,CAM-SLM-02,Salem,2026-09-23T01:16:00,Mini Truck,Blue,0.94,COLOUR_MISMATCH
ANPR-000711,DN0901438,CAM-SLM-02,Salem,2026-09-23T01:20:00,Mini Truck,Red,0.94,COLOUR_MISMATCH
ANPR-000712,JH05Y9636,CAM-SLM-02,Salem,2026-09-23T01:24:00,Truck,Red,0.94,COLOUR_MISMATCH
ANPR-000713,PY01CG2929,CAM-SLM-02,Salem,2026-09-23T01:28:00,Mini Truck,Red,0.94,COLOUR_MISMATCH
ANPR-000714,BR01BE0777,CAM-SLM-02,Salem,2026-09-23T01:32:00,Bus,Blue,0.94,COLOUR_MISMATCH
ANPR-000715,CG04HV7009,CAM-SLM-02,Salem,2026-09-23T01:36:00,Truck,Red,0.94,COLOUR_MISMATCH
ANPR-000716,HR26DJ8832,CAM-SLM-02,Salem,2026-09-23T01:40:00,Bike,Red,0.94,COLOUR_MISMATCH
ANPR-000717,PB10CQ0006,CAM-SLM-02,Salem,2026-09-23T01:44:00,Bike,Red,0.94,COLOUR_MISMATCH
ANPR-000718,DL8CZ7230,CAM-SLM-02,Salem,2026-09-23T01:48:00,Bike,Red,0.94,COLOUR_MISMATCH
ANPR-000719,CG04HC4887,CAM-SLM-02,Salem,2026-09-23T01:52:00,Car,Red,0.94,COLOUR_MISMATCH
ANPR-000720,GJ01RM3413,CAM-SLM-02,Salem,2026-09-23T01:56:00,Truck,Red,0.94,COLOUR_MISMATCH
ANPR-000721,GJ05JB6589,CAM-CHN-01,Chennai,2026-09-23T04:00:00,Truck,Red,0.98,IMPOSSIBLE_TRAVEL
ANPR-000722,GJ05JB6589,CAM-CBE-01,Coimbatore,2026-09-23T04:20:00,Truck,Red,0.97,IMPOSSIBLE_TRAVEL
ANPR-000723,JK13C4452,CAM-CHN-01,Chennai,2026-09-23T04:05:00,Car,Silver,0.98,IMPOSSIBLE_TRAVEL
ANPR-000724,JK13C4452,CAM-CBE-01,Coimbatore,2026-09-23T04:25:00,Car,Silver,0.97,IMPOSSIBLE_TRAVEL
ANPR-000725,JK127959,CAM-CHN-01,Chennai,2026-09-23T04:10:00,Bike,Yellow,0.98,IMPOSSIBLE_TRAVEL
ANPR-000726,JK127959,CAM-CBE-01,Coimbatore,2026-09-23T04:30:00,Bike,Yellow,0.97,IMPOSSIBLE_TRAVEL
ANPR-000727,CG04H5060,CAM-CHN-01,Chennai,2026-09-23T04:15:00,Bike,Black,0.98,IMPOSSIBLE_TRAVEL
ANPR-000728,CG04H5060,CAM-CBE-01,Coimbatore,2026-09-23T04:35:00,Bike,Black,0.97,IMPOSSIBLE_TRAVEL
ANPR-000729,WB06J9177,CAM-CHN-01,Chennai,2026-09-23T04:20:00,Bus,Red,0.98,IMPOSSIBLE_TRAVEL
ANPR-000730,WB06J9177,CAM-CBE-01,Coimbatore,2026-09-23T04:40:00,Bus,Red,0.97,IMPOSSIBLE_TRAVEL
ANPR-000731,KA28M3589,CAM-CHN-01,Chennai,2026-09-23T04:25:00,Truck,Silver,0.98,IMPOSSIBLE_TRAVEL
ANPR-000732,KA28M3589,CAM-CBE-01,Coimbatore,2026-09-23T04:45:00,Truck,Silver,0.97,IMPOSSIBLE_TRAVEL
ANPR-000733,TS08EZ9463,CAM-CHN-01,Chennai,2026-09-23T04:30:00,Truck,Black,0.98,IMPOSSIBLE_TRAVEL
ANPR-000734,TS08EZ9463,CAM-CBE-01,Coimbatore,2026-09-23T04:50:00,Truck,Black,0.97,IMPOSSIBLE_TRAVEL
ANPR-000735,DL8CAU6883,CAM-CHN-01,Chennai,2026-09-23T04:35:00,Truck,White,0.98,IMPOSSIBLE_TRAVEL
ANPR-000736,DL8CAU6883,CAM-CBE-01,Coimbatore,2026-09-23T04:55:00,Truck,White,0.97,IMPOSSIBLE_TRAVEL
ANPR-000737,WB02W9S3S,CAM-CHN-01,Chennai,2026-09-23T04:40:00,Truck,White,0.98,IMPOSSIBLE_TRAVEL
ANPR-000738,WB02W9S3S,CAM-CBE-01,Coimbatore,2026-09-23T05:00:00,Truck,White,0.97,IMPOSSIBLE_TRAVEL
ANPR-000739,HR56B2626,CAM-CHN-01,Chennai,2026-09-23T04:45:00,Mini Truck,Black,0.98,IMPOSSIBLE_TRAVEL
ANPR-000740,HR56B2626,CAM-CBE-01,Coimbatore,2026-09-23T05:05:00,Mini Truck,Black,0.97,IMPOSSIBLE_TRAVEL
ANPR-000741,KL0BBJ5001,CAM-CHN-01,Chennai,2026-09-23T04:50:00,Mini Truck,Yellow,0.98,IMPOSSIBLE_TRAVEL
ANPR-000742,KL0BBJ5001,CAM-CBE-01,Coimbatore,2026-09-23T05:10:00,Mini Truck,Yellow,0.97,IMPOSSIBLE_TRAVEL
ANPR-000743,WB02X8795,CAM-CHN-01,Chennai,2026-09-23T04:55:00,Truck,Grey,0.98,IMPOSSIBLE_TRAVEL
ANPR-000744,WB02X8795,CAM-CBE-01,Coimbatore,2026-09-23T05:15:00,Truck,Grey,0.97,IMPOSSIBLE_TRAVEL
ANPR-000745,AP16CH9545,CAM-CHN-01,Chennai,2026-09-23T05:00:00,Mini Truck,White,0.98,IMPOSSIBLE_TRAVEL
ANPR-000746,AP16CH9545,CAM-CBE-01,Coimbatore,2026-09-23T05:20:00,Mini Truck,White,0.97,IMPOSSIBLE_TRAVEL
ANPR-000747,AP39TP0211,CAM-CHN-01,Chennai,2026-09-23T05:05:00,Bike,Grey,0.98,IMPOSSIBLE_TRAVEL
ANPR-000748,AP39TP0211,CAM-CBE-01,Coimbatore,2026-09-23T05:25:00,Bike,Grey,0.97,IMPOSSIBLE_TRAVEL
ANPR-000749,AP04M7627,CAM-CHN-01,Chennai,2026-09-23T05:10:00,Truck,Grey,0.98,IMPOSSIBLE_TRAVEL
ANPR-000750,AP04M7627,CAM-CBE-01,Coimbatore,2026-09-23T05:30:00,Truck,Grey,0.97,IMPOSSIBLE_TRAVEL
ANPR-000751,UP32EC5577,CAM-CHN-01,Chennai,2026-09-23T05:15:00,Mini Truck,Blue,0.98,IMPOSSIBLE_TRAVEL
ANPR-000752,UP32EC5577,CAM-CBE-01,Coimbatore,2026-09-23T05:35:00,Mini Truck,Blue,0.97,IMPOSSIBLE_TRAVEL
ANPR-000753,KL45C4411,CAM-CHN-01,Chennai,2026-09-23T05:20:00,Car,Yellow,0.98,IMPOSSIBLE_TRAVEL
ANPR-000754,KL45C4411,CAM-CBE-01,Coimbatore,2026-09-23T05:40:00,Car,Yellow,0.97,IMPOSSIBLE_TRAVEL
ANPR-000755,AS01AR1986,CAM-CHN-01,Chennai,2026-09-23T05:25:00,Car,Yellow,0.98,IMPOSSIBLE_TRAVEL
ANPR-000756,AS01AR1986,CAM-CBE-01,Coimbatore,2026-09-23T05:45:00,Car,Yellow,0.97,IMPOSSIBLE_TRAVEL
ANPR-000757,BR01BD5042,CAM-CHN-01,Chennai,2026-09-23T05:30:00,Bike,White,0.98,IMPOSSIBLE_TRAVEL
ANPR-000758,BR01BD5042,CAM-CBE-01,Coimbatore,2026-09-23T05:50:00,Bike,White,0.97,IMPOSSIBLE_TRAVEL
ANPR-000759,AP31BG7827,CAM-CHN-01,Chennai,2026-09-23T05:35:00,Mini Truck,Grey,0.98,IMPOSSIBLE_TRAVEL
ANPR-000760,AP31BG7827,CAM-CBE-01,Coimbatore,2026-09-23T05:55:00,Mini Truck,Grey,0.97,IMPOSSIBLE_TRAVEL
ANPR-000761,PB04S4253,CAM-CHN-04,Chennai,2026-09-23T07:20:00,Truck,Silver,0.96,EXPIRED_PERMIT
ANPR-000762,DL6CJ8404,CAM-CHN-04,Chennai,2026-09-23T07:23:00,Truck,Black,0.96,EXPIRED_PERMIT
ANPR-000763,MP07CB8897,CAM-CHN-04,Chennai,2026-09-23T07:26:00,Truck,Yellow,0.96,EXPIRED_PERMIT
ANPR-000764,CG04HC4887,CAM-CHN-04,Chennai,2026-09-23T07:29:00,Car,Black,0.96,EXPIRED_PERMIT
ANPR-000765,GJ01RM3413,CAM-CHN-04,Chennai,2026-09-23T07:32:00,Truck,Yellow,0.96,EXPIRED_PERMIT
ANPR-000766,ML1032811,CAM-CHN-04,Chennai,2026-09-23T07:35:00,Car,Blue,0.96,EXPIRED_PERMIT
ANPR-000767,WB061061,CAM-CHN-04,Chennai,2026-09-23T07:38:00,Bike,Black,0.96,EXPIRED_PERMIT
ANPR-000768,RJ23CB2272,CAM-CHN-04,Chennai,2026-09-23T07:41:00,Car,White,0.96,EXPIRED_PERMIT
ANPR-000769,NL02C3947,CAM-CHN-04,Chennai,2026-09-23T07:44:00,Bus,Black,0.96,EXPIRED_PERMIT
ANPR-000770,PB08DT7342,CAM-CHN-04,Chennai,2026-09-23T07:47:00,Car,Grey,0.96,EXPIRED_PERMIT
ANPR-000771,WB171717,CAM-CHN-04,Chennai,2026-09-23T07:50:00,Bike,Red,0.96,EXPIRED_PERMIT
ANPR-000772,ML05J8950,CAM-CHN-04,Chennai,2026-09-23T07:53:00,Car,Grey,0.96,EXPIRED_PERMIT
ANPR-000773,PY01AH9067,CAM-CHN-04,Chennai,2026-09-23T07:56:00,Car,Blue,0.96,EXPIRED_PERMIT
ANPR-000774,TS09EZ9296,CAM-CHN-04,Chennai,2026-09-23T07:59:00,Bus,White,0.96,EXPIRED_PERMIT
ANPR-000775,MH36H5700,CAM-CHN-04,Chennai,2026-09-23T08:02:00,Bike,Black,0.96,EXPIRED_PERMIT
ANPR-000776,TN19Q0835,CAM-CHN-04,Chennai,2026-09-23T08:05:00,Truck,Red,0.96,EXPIRED_PERMIT
ANPR-000777,GJ06DQ3712,CAM-CHN-04,Chennai,2026-09-23T08:08:00,Truck,Silver,0.96,EXPIRED_PERMIT
ANPR-000778,WB02AA5580,CAM-CHN-04,Chennai,2026-09-23T08:11:00,Mini Truck,Black,0.96,EXPIRED_PERMIT
ANPR-000779,HR26BY4812,CAM-CHN-04,Chennai,2026-09-23T08:14:00,Truck,Black,0.96,EXPIRED_PERMIT
ANPR-000780,TR01X0482,CAM-CHN-04,Chennai,2026-09-23T08:17:00,Truck,Blue,0.96,EXPIRED_PERMIT
ANPR-000781,DL3CBS5881,CAM-CHN-04,Chennai,2026-09-23T08:20:00,Truck,Red,0.96,EXPIRED_PERMIT
ANPR-000782,CG04HD6930,CAM-CHN-04,Chennai,2026-09-23T08:23:00,Bike,White,0.96,EXPIRED_PERMIT
ANPR-000783,KA51P7755,CAM-CHN-04,Chennai,2026-09-23T08:26:00,Bike,Yellow,0.96,EXPIRED_PERMIT
ANPR-000784,OD02J0435,CAM-CHN-04,Chennai,2026-09-23T08:29:00,Truck,White,0.96,EXPIRED_PERMIT
ANPR-000785,AN01D4163,CAM-CHN-04,Chennai,2026-09-23T08:32:00,Mini Truck,White,0.96,EXPIRED_PERMIT
ANPR-000786,PB06AN6162,CAM-CHN-04,Chennai,2026-09-23T08:35:00,Car,Red,0.96,EXPIRED_PERMIT
ANPR-000787,CG13AE4060,CAM-CHN-04,Chennai,2026-09-23T08:38:00,Truck,Red,0.96,EXPIRED_PERMIT
ANPR-000788,UP16AJ0704,CAM-CHN-04,Chennai,2026-09-23T08:41:00,Bike,Red,0.96,EXPIRED_PERMIT
ANPR-000789,HR26BQ8176,CAM-CHN-04,Chennai,2026-09-23T08:44:00,Truck,Blue,0.96,EXPIRED_PERMIT
ANPR-000790,TR03H0259,CAM-CHN-04,Chennai,2026-09-23T08:47:00,Truck,Red,0.96,EXPIRED_PERMIT
ANPR-000791,UP32HY6077,CAM-CHN-04,Chennai,2026-09-23T08:50:00,Mini Truck,Yellow,0.96,EXPIRED_PERMIT
ANPR-000792,HR29W8286,CAM-CHN-04,Chennai,2026-09-23T08:53:00,Bike,Yellow,0.96,EXPIRED_PERMIT
ANPR-000793,AP07AN3915,CAM-CHN-04,Chennai,2026-09-23T08:56:00,Truck,Black,0.96,EXPIRED_PERMIT
ANPR-000794,UP45Q3028,CAM-CHN-04,Chennai,2026-09-23T08:59:00,Car,Silver,0.96,EXPIRED_PERMIT
ANPR-000795,AR152019,CAM-CHN-04,Chennai,2026-09-23T09:02:00,Mini Truck,White,0.96,EXPIRED_PERMIT
ANPR-000796,JK02AJ1525,CAM-CHN-04,Chennai,2026-09-23T09:05:00,Car,Red,0.96,EXPIRED_PERMIT
ANPR-000797,JH01BC5210,CAM-CHN-04,Chennai,2026-09-23T09:08:00,Mini Truck,Red,0.96,EXPIRED_PERMIT
ANPR-000798,DL2CH8634,CAM-CHN-04,Chennai,2026-09-23T09:11:00,Mini Truck,Blue,0.96,EXPIRED_PERMIT
ANPR-000799,ML05R1934,CAM-CHN-04,Chennai,2026-09-23T09:14:00,Mini Truck,Yellow,0.96,EXPIRED_PERMIT
ANPR-000800,OD11P6123,CAM-CHN-04,Chennai,2026-09-23T09:17:00,Truck,Black,0.96,EXPIRED_PERMIT
ANPR-000801,TN99ZZ9999,CAM-CBE-04,Coimbatore,2026-09-23T09:00:00,Unknown,Unknown,0.91,UNKNOWN_PLATE
ANPR-000802,TN88XX8888,CAM-CBE-04,Coimbatore,2026-09-23T09:05:00,Unknown,Unknown,0.91,UNKNOWN_PLATE
ANPR-000803,KA99FA1234,CAM-CBE-04,Coimbatore,2026-09-23T09:10:00,Unknown,Unknown,0.91,UNKNOWN_PLATE
ANPR-000804,MH99ZZ5555,CAM-CBE-04,Coimbatore,2026-09-23T09:15:00,Unknown,Unknown,0.91,UNKNOWN_PLATE
ANPR-000805,AP99YY7777,CAM-CBE-04,Coimbatore,2026-09-23T09:20:00,Unknown,Unknown,0.91,UNKNOWN_PLATE
