vehicle_id,registration_number,state_code,vehicle_type,commercial_vehicle,manufacturer,model,registered_colour,operator,permit_status,permit_expiry,fitness_status,fitness_expiry,insurance_status,insurance_expiry,puc_status,puc_expiry,fastag_id,fastag_status,registry_status,chassis_reference,engine_reference,source_image_id,source_image_path,data_source
VH-000212,AP31TV7236,AP,Bike,NO,TVS,Apache,Blue,Apex Logistics,VALID,2026-10-24,VALID,2028-07-07,VALID,2026-11-22,VALID,2026-11-23,FT-000212,ACTIVE,ACTIVE,CHASSIS-SYN-000212,ENGINE-SYN-000212,AP6,dataset\NumberPlate_Annotated_Dataset-main\Images\AP6.jpg,SYNTHETIC_PROTOTYPE
VH-000213,AR118724,AR,Bus,YES,Tata,Starbus,Yellow,National Route Logistics,VALID,2028-07-15,VALID,2028-01-04,VALID,2027-09-15,VALID,2027-03-16,FT-000213,ACTIVE,ACTIVE,CHASSIS-SYN-000213,ENGINE-SYN-000213,AR12,dataset\NumberPlate_Annotated_Dataset-main\Images\AR12.jpg,SYNTHETIC_PROTOTYPE
VH-000214,WB12AX2987,WB,Mini Truck,YES,Tata,407,Black,Apex Logistics,VALID,2028-03-22,VALID,2027-04-29,VALID,2026-11-08,VALID,2027-03-02,FT-000214,ACTIVE,ACTIVE,CHASSIS-SYN-000214,ENGINE-SYN-000214,WB15,dataset\NumberPlate_Annotated_Dataset-main\Images\WB15.jpg,SYNTHETIC_PROTOTYPE
VH-000215,GA01R6315,GA,Truck,YES,Tata,Prima,Black,National Route Logistics,VALID,2027-01-28,VALID,2028-03-10,EXPIRED,2026-06-04,VALID,2027-03-08,FT-000215,ACTIVE,ACTIVE,CHASSIS-SYN-000215,ENGINE-SYN-000215,GA10,dataset\NumberPlate_Annotated_Dataset-main\Images\GA10.jpg,SYNTHETIC_PROTOTYPE
VH-000216,GJ34B9811,GJ,Truck,YES,Tata,Prima,White,Metro Transit,VALID,2028-02-22,VALID,2027-09-12,VALID,2027-08-24,VALID,2027-01-19,FT-000216,ACTIVE,ACTIVE,CHASSIS-SYN-000216,ENGINE-SYN-000216,GJ7,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ7.jpg,SYNTHETIC_PROTOTYPE
VH-000217,JK02AG2454,JK,Truck,YES,Ashok Leyland,AVTR,White,Kaveri Transport,VALID,2027-10-08,VALID,2028-02-24,VALID,2026-12-11,VALID,2027-05-02,FT-000217,KYC_PENDING,ACTIVE,CHASSIS-SYN-000217,ENGINE-SYN-000217,JK26,dataset\NumberPlate_Annotated_Dataset-main\Images\JK26.jpg,SYNTHETIC_PROTOTYPE
VH-000218,TS09EZ9296,TS,Bus,YES,Tata,Starbus,White,GreenLine Transport,EXPIRED,2025-12-13,VALID,2028-04-12,VALID,2026-11-11,VALID,2027-04-30,FT-000218,ACTIVE,ACTIVE,CHASSIS-SYN-000218,ENGINE-SYN-000218,TS4,dataset\NumberPlate_Annotated_Dataset-main\Images\TS4.jpg,SYNTHETIC_PROTOTYPE
VH-000219,UP32CX3400,UP,Mini Truck,YES,Ashok Leyland,Dost,Silver,National Route Logistics,VALID,2027-01-24,VALID,2027-06-21,VALID,2027-06-04,VALID,2027-08-17,FT-000219,ACTIVE,ACTIVE,CHASSIS-SYN-000219,ENGINE-SYN-000219,UP17,dataset\NumberPlate_Annotated_Dataset-main\Images\UP17.jpg,SYNTHETIC_PROTOTYPE
VH-000220,HR4281329,HR,Bike,NO,Bajaj,Pulsar,Blue,National Route Logistics,VALID,2028-04-14,VALID,2027-03-11,VALID,2027-08-22,EXPIRED,2026-07-30,FT-000220,ACTIVE,ACTIVE,CHASSIS-SYN-000220,ENGINE-SYN-000220,HR21,dataset\NumberPlate_Annotated_Dataset-main\Images\HR21.jpg,SYNTHETIC_PROTOTYPE
VH-000221,TS21J8351,TS,Bus,YES,Ashok Leyland,Viking,Red,Kaveri Transport,VALID,2027-04-04,VALID,2028-04-11,VALID,2027-09-22,VALID,2027-03-15,FT-000221,ACTIVE,ACTIVE,CHASSIS-SYN-000221,ENGINE-SYN-000221,TS9,dataset\NumberPlate_Annotated_Dataset-main\Images\TS9.jpg,SYNTHETIC_PROTOTYPE
VH-000222,MH36H5700,MH,Bike,NO,Bajaj,Pulsar,Black,National Route Logistics,EXPIRED,2026-02-11,VALID,2028-08-02,VALID,2027-04-07,VALID,2027-01-24,FT-000222,ACTIVE,ACTIVE,CHASSIS-SYN-000222,ENGINE-SYN-000222,MH11,dataset\NumberPlate_Annotated_Dataset-main\Images\MH11.jpg,SYNTHETIC_PROTOTYPE
VH-000223,GJ06JE4788,GJ,Truck,YES,Ashok Leyland,AVTR,Grey,Chennai Cargo,VALID,2027-08-13,VALID,2028-05-06,VALID,2027-06-16,VALID,2027-08-23,FT-000223,ACTIVE,ACTIVE,CHASSIS-SYN-000223,ENGINE-SYN-000223,GJ4,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ4.jpg,SYNTHETIC_PROTOTYPE
VH-000224,PY02S9326,PY,Car,NO,Maruti,Ertiga,Grey,Kaveri Transport,VALID,2028-06-04,VALID,2027-07-07,VALID,2027-02-27,VALID,2027-05-31,FT-000224,ACTIVE,ACTIVE,CHASSIS-SYN-000224,ENGINE-SYN-000224,PY17,dataset\NumberPlate_Annotated_Dataset-main\Images\PY17.jpg,SYNTHETIC_PROTOTYPE
VH-000225,MP07CA5563,MP,Mini Truck,YES,Tata,407,Yellow,GreenLine Transport,VALID,2028-10-25,VALID,2027-12-15,VALID,2027-07-19,VALID,2027-01-31,FT-000225,ACTIVE,ACTIVE,CHASSIS-SYN-000225,ENGINE-SYN-000225,MP6,dataset\NumberPlate_Annotated_Dataset-main\Images\MP6.jpg,SYNTHETIC_PROTOTYPE
VH-000226,JK02BJ4045,JK,Truck,YES,Ashok Leyland,AVTR,Silver,Chennai Cargo,VALID,2027-11-22,VALID,2027-09-08,VALID,2027-02-03,EXPIRED,2026-09-15,FT-000226,ACTIVE,ACTIVE,CHASSIS-SYN-000226,ENGINE-SYN-000226,JK20,dataset\NumberPlate_Annotated_Dataset-main\Images\JK20.jpg,SYNTHETIC_PROTOTYPE
VH-000227,PB11BG7347,PB,Mini Truck,YES,Mahindra,Bolero Pickup,Blue,National Route Logistics,VALID,2028-04-25,VALID,2027-07-31,VALID,2027-05-18,VALID,2027-02-19,FT-000227,ACTIVE,ACTIVE,CHASSIS-SYN-000227,ENGINE-SYN-000227,PB1,dataset\NumberPlate_Annotated_Dataset-main\Images\PB1.jpg,SYNTHETIC_PROTOTYPE
VH-000228,TN19Q0835,TN,Truck,YES,Ashok Leyland,AVTR,Red,National Route Logistics,EXPIRED,2026-09-19,VALID,2027-06-05,VALID,2027-04-01,VALID,2027-05-15,FT-000228,ACTIVE,ACTIVE,CHASSIS-SYN-000228,ENGINE-SYN-000228,TN9,dataset\NumberPlate_Annotated_Dataset-main\Images\TN9.jpg,SYNTHETIC_PROTOTYPE
VH-000229,UP57H8173,UP,Bike,NO,Honda,Shine,Yellow,Sri Lakshmi Logistics,VALID,2027-09-20,VALID,2028-02-13,VALID,2027-05-12,VALID,2027-02-01,FT-000229,ACTIVE,ACTIVE,CHASSIS-SYN-000229,ENGINE-SYN-000229,UP1,dataset\NumberPlate_Annotated_Dataset-main\Images\UP1.jpg,SYNTHETIC_PROTOTYPE
VH-000230,GA07K7150,GA,Mini Truck,YES,Tata,407,Black,Apex Logistics,VALID,2028-02-17,VALID,2027-04-05,VALID,2027-03-01,VALID,2027-04-20,FT-000230,ACTIVE,ACTIVE,CHASSIS-SYN-000230,ENGINE-SYN-000230,GA7,dataset\NumberPlate_Annotated_Dataset-main\Images\GA7.jpg,SYNTHETIC_PROTOTYPE
VH-000231,GJ06DQ3712,GJ,Truck,YES,Ashok Leyland,AVTR,Silver,Metro Transit,EXPIRED,2026-01-04,VALID,2027-03-16,VALID,2026-11-12,VALID,2027-04-26,FT-000231,ACTIVE,ACTIVE,CHASSIS-SYN-000231,ENGINE-SYN-000231,GJ17,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ17.jpg,SYNTHETIC_PROTOTYPE
VH-000232,GJ06DG9355,GJ,Truck,YES,Ashok Leyland,AVTR,Red,Sri Lakshmi Logistics,VALID,2029-02-22,VALID,2027-04-26,VALID,2027-05-09,VALID,2027-01-24,FT-000232,ACTIVE,ACTIVE,CHASSIS-SYN-000232,ENGINE-SYN-000232,GJ14,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ14.jpg,SYNTHETIC_PROTOTYPE
VH-000233,JK02BJ7997,JK,Car,NO,Maruti,Ertiga,Black,Metro Transit,VALID,2028-11-05,VALID,2028-01-23,VALID,2027-08-19,VALID,2027-02-27,FT-000233,ACTIVE,ACTIVE,CHASSIS-SYN-000233,ENGINE-SYN-000233,JK2,dataset\NumberPlate_Annotated_Dataset-main\Images\JK2.jpg,SYNTHETIC_PROTOTYPE
VH-000234,AS23H2866,AS,Mini Truck,YES,Ashok Leyland,Dost,Black,Kaveri Transport,VALID,2027-05-27,VALID,2028-02-29,EXPIRED,2026-07-30,VALID,2027-05-31,FT-000234,ACTIVE,ACTIVE,CHASSIS-SYN-000234,ENGINE-SYN-000234,AS1,dataset\NumberPlate_Annotated_Dataset-main\Images\AS1.jpg,SYNTHETIC_PROTOTYPE
VH-000235,WB02AA5580,WB,Mini Truck,YES,Tata,407,Black,Tamil Fleet Services,EXPIRED,2026-02-03,VALID,2028-04-12,VALID,2026-12-20,VALID,2027-04-16,FT-000235,ACTIVE,ACTIVE,CHASSIS-SYN-000235,ENGINE-SYN-000235,WB9,dataset\NumberPlate_Annotated_Dataset-main\Images\WB9.jpg,SYNTHETIC_PROTOTYPE
VH-000236,CG22AB1111,CG,Car,NO,Toyota,Innova,White,National Route Logistics,VALID,2028-06-18,VALID,2028-08-06,VALID,2026-11-01,VALID,2027-08-20,FT-000236,ACTIVE,ACTIVE,CHASSIS-SYN-000236,ENGINE-SYN-000236,CG6,dataset\NumberPlate_Annotated_Dataset-main\Images\CG6.jpg,SYNTHETIC_PROTOTYPE
VH-000237,MH12KN8366,MH,Bike,NO,Honda,Shine,Blue,Chennai Cargo,VALID,2028-11-29,VALID,2027-09-23,VALID,2027-03-04,VALID,2027-03-17,FT-000237,ACTIVE,ACTIVE,CHASSIS-SYN-000237,ENGINE-SYN-000237,MH19,dataset\NumberPlate_Annotated_Dataset-main\Images\MH19.jpg,SYNTHETIC_PROTOTYPE
VH-000238,AS04X2780,AS,Truck,YES,BharatBenz,3123R,Grey,Chennai Cargo,VALID,2028-02-07,VALID,2028-03-07,VALID,2027-01-25,VALID,2027-07-14,FT-000238,ACTIVE,ACTIVE,CHASSIS-SYN-000238,ENGINE-SYN-000238,AS9,dataset\NumberPlate_Annotated_Dataset-main\Images\AS9.jpg,SYNTHETIC_PROTOTYPE
VH-000239,GJ06PA0097,GJ,Mini Truck,YES,Ashok Leyland,Dost,Red,Metro Transit,VALID,2026-11-10,VALID,2027-02-22,VALID,2026-11-01,VALID,2026-12-07,FT-000239,ACTIVE,ACTIVE,CHASSIS-SYN-000239,ENGINE-SYN-000239,GJ12,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ12.jpg,SYNTHETIC_PROTOTYPE
VH-000240,AP39JJ5441,AP,Bike,NO,Bajaj,Pulsar,Grey,Coastal Commercials,VALID,2028-06-19,EXPIRED,2026-08-11,VALID,2027-06-10,VALID,2027-02-15,FT-000240,ACTIVE,ACTIVE,CHASSIS-SYN-000240,ENGINE-SYN-000240,AP13,dataset\NumberPlate_Annotated_Dataset-main\Images\AP13.jpg,SYNTHETIC_PROTOTYPE
VH-000241,GA05B5077,GA,Car,NO,Maruti,Ertiga,Red,Southern Freight,VALID,2026-10-31,VALID,2027-08-22,VALID,2027-09-14,VALID,2026-12-30,FT-000241,ACTIVE,ACTIVE,CHASSIS-SYN-000241,ENGINE-SYN-000241,GA8,dataset\NumberPlate_Annotated_Dataset-main\Images\GA8.jpg,SYNTHETIC_PROTOTYPE
VH-000242,JH01Z3792,JH,Mini Truck,YES,Ashok Leyland,Dost,Red,Tamil Fleet Services,VALID,2029-02-21,VALID,2028-05-27,VALID,2027-09-04,VALID,2027-03-04,FT-000242,ACTIVE,ACTIVE,CHASSIS-SYN-000242,ENGINE-SYN-000242,JH1,dataset\NumberPlate_Annotated_Dataset-main\Images\JH1.jpg,SYNTHETIC_PROTOTYPE
VH-000243,GA07K6090,GA,Truck,YES,Ashok Leyland,AVTR,Silver,National Route Logistics,VALID,2027-09-27,VALID,2027-03-07,VALID,2027-09-16,VALID,2027-03-10,FT-000243,ACTIVE,ACTIVE,CHASSIS-SYN-000243,ENGINE-SYN-000243,GA13,dataset\NumberPlate_Annotated_Dataset-main\Images\GA13.jpg,SYNTHETIC_PROTOTYPE
VH-000244,JH01DB1881,JH,Truck,YES,BharatBenz,3123R,Red,Kaveri Transport,VALID,2027-09-25,VALID,2028-05-21,VALID,2027-06-12,VALID,2026-12-15,FT-000244,KYC_PENDING,ACTIVE,CHASSIS-SYN-000244,ENGINE-SYN-000244,JH3,dataset\NumberPlate_Annotated_Dataset-main\Images\JH3.jpg,SYNTHETIC_PROTOTYPE
VH-000245,ML04C0056,ML,Mini Truck,YES,Ashok Leyland,Dost,Silver,Sri Lakshmi Logistics,VALID,2028-08-19,VALID,2028-01-05,VALID,2027-06-08,VALID,2027-06-11,FT-000245,ACTIVE,ACTIVE,CHASSIS-SYN-000245,ENGINE-SYN-000245,ML19,dataset\NumberPlate_Annotated_Dataset-main\Images\ML19.jpg,SYNTHETIC_PROTOTYPE
VH-000246,AP31DA0020,AP,Truck,YES,Ashok Leyland,AVTR,Silver,GreenLine Transport,VALID,2026-10-30,VALID,2026-12-13,VALID,2026-12-04,VALID,2027-08-25,FT-000246,ACTIVE,ACTIVE,CHASSIS-SYN-000246,ENGINE-SYN-000246,AP33,dataset\NumberPlate_Annotated_Dataset-main\Images\AP33.jpg,SYNTHETIC_PROTOTYPE
VH-000247,MH49AS5099,MH,Car,NO,Toyota,Innova,Yellow,Metro Transit,VALID,2027-12-11,VALID,2027-11-25,VALID,2027-02-15,VALID,2026-11-21,FT-000247,ACTIVE,ACTIVE,CHASSIS-SYN-000247,ENGINE-SYN-000247,MH23,dataset\NumberPlate_Annotated_Dataset-main\Images\MH23.jpg,SYNTHETIC_PROTOTYPE
VH-000248,KA03NC7167,KA,Bike,NO,Honda,Shine,Blue,Sri Lakshmi Logistics,VALID,2027-10-12,VALID,2026-12-16,VALID,2027-05-04,VALID,2027-03-21,FT-000248,ACTIVE,ACTIVE,CHASSIS-SYN-000248,ENGINE-SYN-000248,KA16,dataset\NumberPlate_Annotated_Dataset-main\Images\KA16.jpg,SYNTHETIC_PROTOTYPE
VH-000249,HR26BY4812,HR,Truck,YES,Tata,Prima,Black,National Route Logistics,EXPIRED,2026-06-22,VALID,2027-07-03,VALID,2027-01-20,VALID,2027-02-27,FT-000249,ACTIVE,ACTIVE,CHASSIS-SYN-000249,ENGINE-SYN-000249,HR10,dataset\NumberPlate_Annotated_Dataset-main\Images\HR10.jpg,SYNTHETIC_PROTOTYPE
VH-000250,ML05L5154,ML,Car,NO,Hyundai,Aura,Silver,Metro Transit,VALID,2027-12-04,VALID,2028-02-25,VALID,2027-05-15,VALID,2026-11-16,FT-000250,ACTIVE,ACTIVE,CHASSIS-SYN-000250,ENGINE-SYN-000250,ML17,dataset\NumberPlate_Annotated_Dataset-main\Images\ML17.jpg,SYNTHETIC_PROTOTYPE
VH-000251,TR01X0482,TR,Truck,YES,Tata,Prima,Blue,Sri Lakshmi Logistics,EXPIRED,2026-05-26,VALID,2027-04-28,VALID,2026-12-20,VALID,2027-01-20,FT-000251,ACTIVE,ACTIVE,CHASSIS-SYN-000251,ENGINE-SYN-000251,TR5,dataset\NumberPlate_Annotated_Dataset-main\Images\TR5.jpg,SYNTHETIC_PROTOTYPE
VH-000252,HR20X8432,HR,Truck,YES,Ashok Leyland,AVTR,Black,Sri Lakshmi Logistics,VALID,2028-04-20,VALID,2027-03-23,VALID,2027-09-03,VALID,2027-07-09,FT-000252,ACTIVE,ACTIVE,CHASSIS-SYN-000252,ENGINE-SYN-000252,HR8,dataset\NumberPlate_Annotated_Dataset-main\Images\HR8.jpg,SYNTHETIC_PROTOTYPE
VH-000253,DN09D2724,DN,Car,NO,Toyota,Innova,Blue,Southern Freight,VALID,2027-09-19,VALID,2027-06-27,VALID,2026-12-28,VALID,2026-12-16,FT-000253,ACTIVE,ACTIVE,CHASSIS-SYN-000253,ENGINE-SYN-000253,DN5,dataset\NumberPlate_Annotated_Dataset-main\Images\DN5.jpg,SYNTHETIC_PROTOTYPE
VH-000254,PB08C03690,PB,Truck,YES,Tata,Prima,Blue,Coastal Commercials,VALID,2028-12-19,VALID,2027-04-24,VALID,2027-07-24,VALID,2027-02-01,FT-000254,ACTIVE,ACTIVE,CHASSIS-SYN-000254,ENGINE-SYN-000254,PB11,dataset\NumberPlate_Annotated_Dataset-main\Images\PB11.jpg,SYNTHETIC_PROTOTYPE
VH-000255,CG12AG1130,CG,Bike,NO,Bajaj,Pulsar,Silver,Southern Freight,VALID,2028-07-24,VALID,2028-02-05,VALID,2027-05-02,VALID,2027-02-11,FT-000255,ACTIVE,ACTIVE,CHASSIS-SYN-000255,ENGINE-SYN-000255,CG12,dataset\NumberPlate_Annotated_Dataset-main\Images\CG12.jpg,SYNTHETIC_PROTOTYPE
VH-000256,ML05D0571,ML,Truck,YES,Tata,Prima,Red,Kaveri Transport,VALID,2028-03-22,VALID,2028-02-21,VALID,2026-12-20,VALID,2027-04-20,FT-000256,ACTIVE,ACTIVE,CHASSIS-SYN-000256,ENGINE-SYN-000256,ML5,dataset\NumberPlate_Annotated_Dataset-main\Images\ML5.jpg,SYNTHETIC_PROTOTYPE
VH-000257,HR71F9259,HR,Bus,YES,Ashok Leyland,Viking,Red,Chennai Cargo,VALID,2027-03-10,VALID,2027-04-18,VALID,2026-12-03,VALID,2027-09-10,FT-000257,ACTIVE,ACTIVE,CHASSIS-SYN-000257,ENGINE-SYN-000257,HR2,dataset\NumberPlate_Annotated_Dataset-main\Images\HR2.jpg,SYNTHETIC_PROTOTYPE
VH-000258,OD02L4656,OD,Mini Truck,YES,Mahindra,Bolero Pickup,Yellow,Kaveri Transport,VALID,2027-09-21,VALID,2027-07-29,VALID,2026-12-02,VALID,2027-05-05,FT-000258,ACTIVE,ACTIVE,CHASSIS-SYN-000258,ENGINE-SYN-000258,OD14,dataset\NumberPlate_Annotated_Dataset-main\Images\OD14.jpg,SYNTHETIC_PROTOTYPE
VH-000259,HR29AS0015,HR,Truck,YES,BharatBenz,3123R,Red,GreenLine Transport,VALID,2027-07-10,VALID,2028-07-03,VALID,2027-03-01,VALID,2027-04-05,FT-000259,ACTIVE,ACTIVE,CHASSIS-SYN-000259,ENGINE-SYN-000259,HR9,dataset\NumberPlate_Annotated_Dataset-main\Images\HR9.jpg,SYNTHETIC_PROTOTYPE
VH-000260,JK05H3594,JK,Truck,YES,BharatBenz,3123R,Black,Southern Freight,VALID,2028-05-21,VALID,2028-01-11,VALID,2027-05-23,VALID,2027-02-08,FT-000260,ACTIVE,ACTIVE,CHASSIS-SYN-000260,ENGINE-SYN-000260,JK5,dataset\NumberPlate_Annotated_Dataset-main\Images\JK5.jpg,SYNTHETIC_PROTOTYPE
VH-000261,AP04BA4464,AP,Bike,NO,Honda,Shine,Silver,Kaveri Transport,VALID,2027-07-16,VALID,2027-10-23,VALID,2027-04-22,VALID,2026-12-23,FT-000261,ACTIVE,ACTIVE,CHASSIS-SYN-000261,ENGINE-SYN-000261,AP40,dataset\NumberPlate_Annotated_Dataset-main\Images\AP40.jpg,SYNTHETIC_PROTOTYPE
VH-000262,AR08983,AR,Truck,YES,BharatBenz,3123R,Grey,GreenLine Transport,VALID,2028-05-27,VALID,2027-10-22,VALID,2026-11-10,VALID,2027-09-14,FT-000262,ACTIVE,ACTIVE,CHASSIS-SYN-000262,ENGINE-SYN-000262,AR8,dataset\NumberPlate_Annotated_Dataset-main\Images\AR8.jpg,SYNTHETIC_PROTOTYPE
VH-000263,HP24C8D32,HP,Car,NO,Maruti,Ertiga,Silver,Metro Transit,VALID,2028-08-31,VALID,2027-06-21,VALID,2027-07-19,VALID,2027-01-06,FT-000263,ACTIVE,ACTIVE,CHASSIS-SYN-000263,ENGINE-SYN-000263,HP18,dataset\NumberPlate_Annotated_Dataset-main\Images\HP18.jpg,SYNTHETIC_PROTOTYPE
VH-000264,AP05BY7799,AP,Truck,YES,Ashok Leyland,AVTR,Yellow,Kaveri Transport,VALID,2027-03-04,VALID,2028-05-18,VALID,2027-02-11,VALID,2027-06-13,FT-000264,ACTIVE,ACTIVE,CHASSIS-SYN-000264,ENGINE-SYN-000264,AP1,dataset\NumberPlate_Annotated_Dataset-main\Images\AP1.jpg,SYNTHETIC_PROTOTYPE
VH-000265,HR51BU8218,HR,Mini Truck,YES,Mahindra,Bolero Pickup,Silver,Southern Freight,VALID,2027-06-03,VALID,2027-12-20,VALID,2026-11-15,VALID,2026-11-01,FT-000265,ACTIVE,ACTIVE,CHASSIS-SYN-000265,ENGINE-SYN-000265,HR14,dataset\NumberPlate_Annotated_Dataset-main\Images\HR14.jpg,SYNTHETIC_PROTOTYPE
VH-000266,PY02S7828,PY,Mini Truck,YES,Ashok Leyland,Dost,Black,Metro Transit,VALID,2027-10-22,VALID,2027-03-13,VALID,2026-11-12,VALID,2026-11-28,FT-000266,ACTIVE,ACTIVE,CHASSIS-SYN-000266,ENGINE-SYN-000266,PY4,dataset\NumberPlate_Annotated_Dataset-main\Images\PY4.jpg,SYNTHETIC_PROTOTYPE
VH-000267,UP52AH9705,UP,Bike,NO,TVS,Apache,Yellow,Chennai Cargo,VALID,2027-11-26,VALID,2027-05-24,VALID,2027-08-11,VALID,2026-11-18,FT-000267,ACTIVE,ACTIVE,CHASSIS-SYN-000267,ENGINE-SYN-000267,UP21,dataset\NumberPlate_Annotated_Dataset-main\Images\UP21.jpg,SYNTHETIC_PROTOTYPE
VH-000268,DN09H2191,DN,Truck,YES,BharatBenz,3123R,Yellow,Chennai Cargo,VALID,2028-10-13,VALID,2026-11-06,VALID,2027-07-25,VALID,2027-01-23,FT-000268,ACTIVE,ACTIVE,CHASSIS-SYN-000268,ENGINE-SYN-000268,DN1,dataset\NumberPlate_Annotated_Dataset-main\Images\DN1.jpg,SYNTHETIC_PROTOTYPE
VH-000269,SK01T3835,SK,Truck,YES,BharatBenz,3123R,Blue,GreenLine Transport,VALID,2027-07-30,VALID,2028-05-03,VALID,2026-10-30,VALID,2027-01-29,FT-000269,ACTIVE,ACTIVE,CHASSIS-SYN-000269,ENGINE-SYN-000269,SK12,dataset\NumberPlate_Annotated_Dataset-main\Images\SK12.jpg,SYNTHETIC_PROTOTYPE
VH-000270,ML133317,ML,Mini Truck,YES,Mahindra,Bolero Pickup,Black,Southern Freight,VALID,2028-05-16,VALID,2028-03-20,VALID,2027-04-16,VALID,2027-08-09,FT-000270,ACTIVE,ACTIVE,CHASSIS-SYN-000270,ENGINE-SYN-000270,ML16,dataset\NumberPlate_Annotated_Dataset-main\Images\ML16.jpg,SYNTHETIC_PROTOTYPE
VH-000271,TS13EK6213,TS,Car,NO,Toyota,Innova,Red,GreenLine Transport,VALID,2028-04-03,VALID,2027-09-02,VALID,2027-09-22,VALID,2026-10-24,FT-000271,ACTIVE,ACTIVE,CHASSIS-SYN-000271,ENGINE-SYN-000271,TS15,dataset\NumberPlate_Annotated_Dataset-main\Images\TS15.jpg,SYNTHETIC_PROTOTYPE
VH-000272,JK10A5217,JK,Bike,NO,TVS,Apache,Yellow,Chennai Cargo,VALID,2027-05-04,VALID,2027-06-30,VALID,2027-06-16,VALID,2027-06-29,FT-000272,BLACKLISTED,ACTIVE,CHASSIS-SYN-000272,ENGINE-SYN-000272,JK28,dataset\NumberPlate_Annotated_Dataset-main\Images\JK28.jpg,SYNTHETIC_PROTOTYPE
VH-000273,DL9CAU4743,DL,Truck,YES,Ashok Leyland,AVTR,Blue,Sri Lakshmi Logistics,VALID,2027-07-26,VALID,2026-12-15,VALID,2026-12-20,VALID,2027-09-16,FT-000273,ACTIVE,ACTIVE,CHASSIS-SYN-000273,ENGINE-SYN-000273,DL14,dataset\NumberPlate_Annotated_Dataset-main\Images\DL14.jpg,SYNTHETIC_PROTOTYPE
VH-000274,PB35F9333,PB,Bus,YES,Ashok Leyland,Viking,Silver,Chennai Cargo,VALID,2027-03-20,VALID,2026-12-06,VALID,2027-09-17,VALID,2027-06-16,FT-000274,ACTIVE,ACTIVE,CHASSIS-SYN-000274,ENGINE-SYN-000274,PB9,dataset\NumberPlate_Annotated_Dataset-main\Images\PB9.jpg,SYNTHETIC_PROTOTYPE
VH-000275,DN0909704,DN,Truck,YES,Ashok Leyland,AVTR,Yellow,National Route Logistics,VALID,2028-09-15,EXPIRED,2026-03-30,VALID,2027-01-09,VALID,2027-07-29,FT-000275,ACTIVE,ACTIVE,CHASSIS-SYN-000275,ENGINE-SYN-000275,DN7,dataset\NumberPlate_Annotated_Dataset-main\Images\DN7.jpg,SYNTHETIC_PROTOTYPE
VH-000276,CG09JA2359,CG,Mini Truck,YES,Tata,407,Black,National Route Logistics,VALID,2028-07-24,VALID,2027-03-28,VALID,2027-01-12,VALID,2026-10-30,FT-000276,ACTIVE,ACTIVE,CHASSIS-SYN-000276,ENGINE-SYN-000276,CG14,dataset\NumberPlate_Annotated_Dataset-main\Images\CG14.jpg,SYNTHETIC_PROTOTYPE
VH-000277,KL02AF6723,KL,Mini Truck,YES,Tata,407,Red,Kaveri Transport,VALID,2027-03-30,VALID,2027-09-23,VALID,2027-05-12,VALID,2027-01-04,FT-000277,ACTIVE,ACTIVE,CHASSIS-SYN-000277,ENGINE-SYN-000277,KL3,dataset\NumberPlate_Annotated_Dataset-main\Images\KL3.jpg,SYNTHETIC_PROTOTYPE
VH-000278,KL46R3613,KL,Mini Truck,YES,Ashok Leyland,Dost,White,Apex Logistics,VALID,2027-08-06,VALID,2027-10-05,VALID,2027-02-20,VALID,2027-05-01,FT-000278,ACTIVE,SUSPENDED,CHASSIS-SYN-000278,ENGINE-SYN-000278,KL6,dataset\NumberPlate_Annotated_Dataset-main\Images\KL6.jpg,SYNTHETIC_PROTOTYPE
VH-000279,RJ20UB0137,RJ,Car,NO,Maruti,Ertiga,Grey,National Route Logistics,VALID,2027-09-15,VALID,2027-06-23,VALID,2027-04-09,VALID,2027-08-04,FT-000279,INACTIVE,ACTIVE,CHASSIS-SYN-000279,ENGINE-SYN-000279,RJ9,dataset\NumberPlate_Annotated_Dataset-main\Images\RJ9.jpg,SYNTHETIC_PROTOTYPE
VH-000280,HR09G8378,HR,Truck,YES,Tata,Prima,Grey,Chennai Cargo,VALID,2026-12-07,VALID,2026-11-21,VALID,2027-05-25,VALID,2027-07-16,FT-000280,ACTIVE,ACTIVE,CHASSIS-SYN-000280,ENGINE-SYN-000280,HR22,dataset\NumberPlate_Annotated_Dataset-main\Images\HR22.jpg,SYNTHETIC_PROTOTYPE
VH-000281,HP52B5958,HP,Car,NO,Maruti,Ertiga,Yellow,Tamil Fleet Services,VALID,2027-12-07,VALID,2027-07-06,VALID,2027-06-19,VALID,2026-11-16,FT-000281,KYC_PENDING,ACTIVE,CHASSIS-SYN-000281,ENGINE-SYN-000281,HP10,dataset\NumberPlate_Annotated_Dataset-main\Images\HP10.jpg,SYNTHETIC_PROTOTYPE
