image_id,image_filename,image_path,xml_filename,xml_path,license_number,state_code,width,height,depth,xmin,xmax,ymin,ymax,xml_license_number,status
CG22,CG22.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG22.jpg,CG22.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG22.xml,CG13AE4060,CG,272,291,3,94,173,237,255,CG13AE4060,OK
GJ9,GJ9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ9.jpg,GJ9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ9.xml,GJ05RE8119,GJ,272,286,3,90,173,189,206,GJ05RE8119,OK
OD20,OD20.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD20.jpg,OD20.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD20.xml,OD01Q4668,OD,271,156,3,116,191,121,138,OD01Q4668,OK
UP25,UP25.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP25.jpg,UP25.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP25.xml,UP32BF3577,UP,272,593,3,76,187,302,340,UP32BF3577,OK
AP20,AP20.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP20.jpg,AP20.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP20.xml,AP04AS8753,AP,272,363,3,100,165,261,275,AP04AS8753,OK
DN8,DN8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DN8.jpg,DN8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DN8.xml,DN09C0868,DN,272,484,3,55,133,268,291,DN09C0868,OK
UP8,UP8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP8.jpg,UP8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP8.xml,UP16AJ0704,UP,272,363,3,172,239,224,254,UP16AJ0704,OK
MP7,MP7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MP7.jpg,MP7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MP7.xml,MP09BD1270,MP,272,484,3,97,181,230,253,MP09BD1270,OK
GJ11,GJ11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ11.jpg,GJ11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ11.xml,GJ06HS1855,GJ,272,581,3,90,196,241,273,GJ06HS1855,OK
JK30,JK30.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK30.jpg,JK30.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK30.xml,JK02ACB876,JK,272,204,3,24,78,185,199,JK02ACB876,OK
HP6,HP6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP6.jpg,HP6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP6.xml,HP01A7630,HP,191,139,3,30,74,97,111,HP01A7630,OK
TS2,TS2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TS2.jpg,TS2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TS2.xml,TS07EL3335,TS,272,363,3,112,172,232,247,TS07EL3335,OK
HR1,HR1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR1.jpg,HR1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR1.xml,HR26BQ8176,HR,272,363,3,101,181,273,289,HR26BQ8176,OK
HP3,HP3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP3.jpg,HP3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP3.xml,HP666807,HP,272,363,3,80,167,278,303,HP666807,OK
HP15,HP15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP15.jpg,HP15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP15.xml,HP22E8000,HP,272,214,3,111,170,156,169,HP22E8000,OK
SK1,SK1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\SK1.jpg,SK1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\SK1.xml,SK01PA2969,SK,272,204,3,100,172,142,159,SK01PA2969,OK
GJ10,GJ10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ10.jpg,GJ10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ10.xml,GJ01RA8370,GJ,272,204,3,117,164,149,160,GJ01RA8370,OK
ML25,ML25.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML25.jpg,ML25.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML25.xml,ML04B8389,ML,272,425,3,105,176,204,221,ML04B8389,OK
HR4,HR4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR4.jpg,HR4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR4.xml,HR10AE9885,HR,272,300,3,98,186,217,241,HR10AE9885,OK
AS2,AS2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS2.jpg,AS2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS2.xml,AS07AC6653,AS,272,363,3,99,189,249,268,AS07AC6653,OK
NL3,NL3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\NL3.jpg,NL3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\NL3.xml,NL078440,NL,272,204,3,118,197,144,172,NL078440,OK
RJ2,RJ2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\RJ2.jpg,RJ2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\RJ2.xml,RJ14CW4115,RJ,272,363,3,99,174,116,137,RJ14CW4115,OK
UP20,UP20.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP20.jpg,UP20.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP20.xml,UP14AK8604,UP,272,204,3,102,174,151,168,UP14AK8604,OK
TR2,TR2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TR2.jpg,TR2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TR2.xml,TR03H0259,TR,272,574,3,80,178,274,296,TR03H0259,OK
JK8,JK8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK8.jpg,JK8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK8.xml,JK02W2657,JK,269,333,3,100,183,253,270,JK02W2657,OK
HP16,HP16.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP16.jpg,HP16.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP16.xml,HP302165,HP,272,204,3,81,131,124,137,HP302165,OK
DL22,DL22.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL22.jpg,DL22.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL22.xml,DL6CL0457,DL,272,363,3,104,168,230,245,DL6CL0457,OK
KA19,KA19.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA19.jpg,KA19.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA19.xml,KA03MQ6984,KA,272,247,3,101,167,158,176,KA03MQ6984,OK
DN4,DN4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DN4.jpg,DN4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DN4.xml,DN09J0032,DN,270,505,3,91,182,206,228,DN09J0032,OK
PB4,PB4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB4.jpg,PB4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB4.xml,PB07BL8058,PB,272,363,3,103,184,270,285,PB07BL8058,OK
RJ5,RJ5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\RJ5.jpg,RJ5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\RJ5.xml,RJ14CF5807,RJ,272,287,3,90,180,200,224,RJ14CF5807,OK
CG15,CG15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG15.jpg,CG15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG15.xml,CG07BR3255,CG,272,204,3,109,166,130,142,CG07BR3255,OK
BR15,BR15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\BR15.jpg,BR15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\BR15.xml,BR01BR5435,BR,272,204,3,77,145,123,165,BR01BR5435,OK
TR3,TR3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TR3.jpg,TR3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TR3.xml,TR02L0569,TR,272,363,3,143,208,228,246,TR02L0569,OK
ML7,ML7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML7.jpg,ML7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML7.xml,ML069642,ML,272,363,3,80,171,232,257,ML069642,OK
MH25,MH25.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH25.jpg,MH25.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH25.xml,MH12FK1392,MH,272,363,3,89,178,264,284,MH12FK1392,OK
UP28,UP28.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP28.jpg,UP28.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP28.xml,UP32HY6077,UP,272,363,3,94,176,247,266,UP32HY6077,OK
AP14,AP14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP14.jpg,AP14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP14.xml,AP10AS3445,AP,272,620,3,103,191,176,206,AP10AS3445,OK
CG17,CG17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG17.jpg,CG17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG17.xml,CG07MA2529,CG,272,204,3,103,155,122,135,CG07MA2529,OK
OD11,OD11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD11.jpg,OD11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD11.xml,OR02BV0701,OR,272,363,3,166,216,248,270,OR02BV0701,OK
JK13,JK13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK13.jpg,JK13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK13.xml,JK01AF7715,JK,272,257,3,88,185,176,196,JK01AF7715,OK
NL9,NL9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\NL9.jpg,NL9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\NL9.xml,NL02C6709,NL,272,572,3,69,167,418,446,NL02C6709,OK
GJ8,GJ8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ8.jpg,GJ8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ8.xml,GJ16CH9827,GJ,272,204,3,98,172,148,164,GJ16CH9827,OK
KA1,KA1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA1.jpg,KA1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA1.xml,KA03MQ6984,KA,272,247,3,100,167,159,177,KA03MQ6984,OK
AS3,AS3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS3.jpg,AS3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS3.xml,AS23E0596,AS,272,204,3,71,122,139,165,AS23E0596,OK
JK36,JK36.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK36.jpg,JK36.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK36.xml,JK072483,JK,272,484,3,137,203,286,322,JK072483,OK
AS11,AS11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS11.jpg,AS11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS11.xml,AS01DS7523,AS,231,143,3,80,120,94,104,AS01DS7523,OK
PY8,PY8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PY8.jpg,PY8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PY8.xml,PY01BD9020,PY,272,568,3,100,207,396,427,PY01BD9020,OK
HR3,HR3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR3.jpg,HR3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR3.xml,HR29W8286,HR,272,204,3,104,180,136,154,HR29W8286,OK
MN5,MN5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MN5.jpg,MN5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MN5.xml,MN01G5395,MN,272,204,3,113,181,162,178,MN01G5395,OK
KA24,KA24.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA24.jpg,KA24.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA24.xml,KA25P5080,KA,272,216,3,140,209,156,176,KA25P5080,OK
WB22,WB22.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB22.jpg,WB22.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB22.xml,WB20H0271,WB,272,364,3,106,164,247,264,WB20H0271,OK
TS8,TS8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TS8.jpg,TS8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TS8.xml,TS09EG6565,TS,272,608,3,92,179,339,360,TS09EG6565,OK
JK34,JK34.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK34.jpg,JK34.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK34.xml,JK10B2313,JK,272,363,3,128,199,270,294,JK10B2313,OK
JK4,JK4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK4.jpg,JK4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK4.xml,JK01M4723,JK,271,503,3,55,145,296,335,JK01M4723,OK
AP44,AP44.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP44.jpg,AP44.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP44.xml,AP318L4935,AP,272,363,3,95,159,251,270,AP318L4935,OK
PB19,PB19.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB19.jpg,PB19.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB19.xml,PB10CX0209,PB,272,204,3,111,170,152,165,PB10CX0209,OK
AS13,AS13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS13.jpg,AS13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS13.xml,AS25S6858,AS,272,179,3,120,170,111,122,AS25S6858,OK
GJ21,GJ21.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ21.jpg,GJ21.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ21.xml,GJ12CG2526,GJ,272,278,3,94,176,193,212,GJ12CG2526,OK
GJ23,GJ23.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ23.jpg,GJ23.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ23.xml,GJ01RS0198,GJ,272,204,3,116,175,117,130,GJ01RS0198,OK
ML36,ML36.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML36.jpg,ML36.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML36.xml,ML08B1100,ML,272,363,3,116,176,225,244,ML08B1100,OK
RJ4,RJ4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\RJ4.jpg,RJ4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\RJ4.xml,RJ20CD5118,RJ,272,363,3,87,183,250,272,RJ20CD5118,OK
HP5,HP5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP5.jpg,HP5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP5.xml,HP01N0304,HP,272,363,3,89,175,187,205,HP01N0304,OK
AP39,AP39.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP39.jpg,AP39.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP39.xml,AP05DY3395,AP,272,204,3,94,167,157,172,AP05DY3395,OK
HP2,HP2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP2.jpg,HP2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP2.xml,HP16A2014,HP,272,363,3,113,231,295,317,HP16A2014,OK
MP3,MP3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MP3.jpg,MP3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MP3.xml,MP65C0654,MP,272,363,3,93,167,206,223,MP65C0654,OK
MN4,MN4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MN4.jpg,MN4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MN4.xml,MN06LA0861,MN,272,87,3,103,159,9,22,MN06LA0861,OK
MH7,MH7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH7.jpg,MH7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH7.xml,MH12KY6921,MH,272,284,3,94,184,221,237,MH12KY6921,OK
MH4,MH4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH4.jpg,MH4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH4.xml,MH12MF6822,MH,271,487,3,92,176,190,207,MH12MF6822,OK
AN10,AN10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AN10.jpg,AN10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AN10.xml,AN01K9412,AN,272,363,3,109,165,168,181,AN01K9412,OK
DL4,DL4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL4.jpg,DL4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL4.xml,DL9CAU5573,DL,270,336,3,90,171,228,246,DL9CAU5573,OK
ML33,ML33.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML33.jpg,ML33.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML33.xml,ML04B8918,ML,272,590,3,86,169,277,299,ML04B8918,OK
MH12,MH12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH12.jpg,MH12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH12.xml,MH12NJ5838,MH,270,340,3,87,189,287,305,MH12NJ5838,OK
DL5,DL5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL5.jpg,DL5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL5.xml,DL12CN8660,DL,272,363,3,80,182,278,300,DL12CN8660,OK
HR13,HR13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR13.jpg,HR13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR13.xml,HR51AQ0911,HR,272,363,3,101,180,245,265,HR51AQ0911,OK
TN8,TN8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TN8.jpg,TN8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TN8.xml,TN07AP0659,TN,272,230,3,87,171,71,93,TN07AP0659,OK
AP2,AP2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP2.jpg,AP2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP2.xml,AP07AN3915,AP,272,125,3,95,141,48,59,AP07AN3915,OK
MH13,MH13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH13.jpg,MH13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH13.xml,MH05BS3471,MH,272,589,3,103,176,331,349,MH05BS3471,OK
JK17,JK17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK17.jpg,JK17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK17.xml,JK02AS3888,JK,272,363,3,67,180,269,293,JK02AS3888,OK
MP5,MP5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MP5.jpg,MP5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MP5.xml,MP20TA0919,MP,272,363,3,101,171,230,244,MP20TA0919,OK
DL13,DL13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL13.jpg,DL13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL13.xml,DL12CJ9823,DL,272,363,3,94,175,235,254,DL12CJ9823,OK
BR8,BR8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\BR8.jpg,BR8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\BR8.xml,BR01DG6692,BR,272,153,3,99,161,132,145,BR01DG6692,OK
AS21,AS21.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS21.jpg,AS21.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS21.xml,AS23X5585,AS,272,363,3,112,181,190,206,AS23X5585,OK
DL23,DL23.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL23.jpg,DL23.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL23.xml,DL2CAX2886,DL,272,364,3,75,186,256,287,DL2CAX2886,OK
ML10,ML10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML10.jpg,ML10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML10.xml,ML06A1659,ML,268,180,3,126,178,152,164,ML06A1659,OK
OD12,OD12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD12.jpg,OD12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD12.xml,OR05AN4494,OR,272,604,3,105,174,310,330,OR05AN4494,OK
CH9,CH9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CH9.jpg,CH9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CH9.xml,CH01AF1382,CH,272,204,3,108,162,105,118,CH01AF1382,OK
NL2,NL2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\NL2.jpg,NL2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\NL2.xml,NL01CB433,NL,271,333,3,77,178,303,332,NL01CB433,OK
AR6,AR6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AR6.jpg,AR6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AR6.xml,AR168272,AR,214,204,3,129,198,161,183,AR168272,OK
KA12,KA12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA12.jpg,KA12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA12.xml,KA02MF3336,KA,272,204,3,98,169,111,128,KA02MF3336,OK
UP19,UP19.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP19.jpg,UP19.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP19.xml,UP45Q3028,UP,272,604,3,108,187,214,234,UP45Q3028,OK
DL25,DL25.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL25.jpg,DL25.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL25.xml,DL9C0S1537,DL,272,204,3,123,183,148,169,DL9C0S1537,OK
PY6,PY6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PY6.jpg,PY6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PY6.xml,PY01AP0555,PY,272,363,3,93,182,262,281,PY01AP0555,OK
PY9,PY9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PY9.jpg,PY9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PY9.xml,PY055353,PY,272,363,3,98,172,255,272,PY055353,OK
UK10,UK10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UK10.jpg,UK10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UK10.xml,UK07AA2432,UK,272,336,3,78,168,250,269,UK07AA2432,OK
HP20,HP20.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP20.jpg,HP20.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP20.xml,HP2020TR6255G,HP,153,272,3,44,98,158,175,HP2020TR6255G,OK
BR14,BR14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\BR14.jpg,BR14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\BR14.xml,BR01BL6628,BR,272,363,3,21,68,185,223,BR01BL6628,OK
PB30,PB30.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB30.jpg,PB30.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB30.xml,PB08DY4824,PB,272,153,3,74,130,102,112,PB08DY4824,OK
WB27,WB27.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB27.jpg,WB27.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB27.xml,WB02AD4162,WB,272,281,3,101,187,165,186,WB02AD4162,OK
JK6,JK6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK6.jpg,JK6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK6.xml,JK01R8021,JK,272,363,3,158,220,245,275,JK01R8021,OK
AN7,AN7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AN7.jpg,AN7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AN7.xml,AN01H0908,AN,272,590,3,89,192,366,391,AN01H0908,OK
BR17,BR17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\BR17.jpg,BR17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\BR17.xml,BF06P00006,BF,272,363,3,90,154,233,250,BF06P00006,OK
AR10,AR10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AR10.jpg,AR10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AR10.xml,AR152019,AR,272,363,3,34,88,171,188,AR152019,OK
MP4,MP4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MP4.jpg,MP4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MP4.xml,MP09CK4943,MP,272,363,3,99,158,199,213,MP09CK4943,OK
AR2,AR2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AR2.jpg,AR2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AR2.xml,AR01F2523,AR,272,204,3,114,175,162,176,AR01F2523,OK
KA11,KA11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA11.jpg,KA11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA11.xml,KA04MK0368,KA,272,204,3,101,167,151,165,KA04MK0368,OK
GJ18,GJ18.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ18.jpg,GJ18.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ18.xml,GJ01RN4259,GJ,272,204,3,107,176,150,165,GJ01RN4259,OK
CG11,CG11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG11.jpg,CG11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG11.xml,CG04HA4553,CG,272,363,3,133,189,173,184,CG04HA4553,OK
SK3,SK3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\SK3.jpg,SK3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\SK3.xml,SK01PA7708,SK,272,363,3,104,183,237,256,SK01PA7708,OK
HR17,HR17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR17.jpg,HR17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR17.xml,HR26BK8597,HR,272,603,3,91,180,282,306,HR26BK8597,OK
WB23,WB23.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB23.jpg,WB23.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB23.xml,WB20AG9041,WB,272,216,3,93,180,143,161,WB20AG9041,OK
GA11,GA11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GA11.jpg,GA11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GA11.xml,GA03P2839,GA,271,495,3,46,95,330,359,GA03P2839,OK
HR11,HR11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR11.jpg,HR11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR11.xml,HR01H4731,HR,270,331,3,95,196,250,273,HR01H4731,OK
